Unnamed: 0,Order_Date,Season,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Days,Payment_Method,Month,Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
2859,2022-01-08,Winter,India,Beauty & Health,Supplements,Vitamin D3,77.04,1,0.0,77.04,53.45,23.59,30.62,15.86,12,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,77.04,23.59,0.20586708203530632,4.85750315258512
2860,2022-01-31,Winter,UK,Electronics,Tablets,Lenovo Tab P12,544.11,2,0.0,1088.22,751.5,336.72,30.94,48.31,12,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,544.11,168.36,0.04439359688298322,22.525771061891948
2861,2024-01-04,Winter,Kuwait,Beauty & Health,Skincare,Vitamin C Serum,77.32,1,0.0,77.32,37.06,40.26,52.07,32.41,8,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,77.32,40.26,0.4191670977754785,2.3856834310398027
2862,2022-03-17,Spring,Egypt,Home & Kitchen,Appliances,Air Fryer 5.5L,142.3,3,0.05,405.56,259.24,146.32,36.08,9.41,7,Debit Card,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,135.18666666666667,48.77333333333333,0.023202485452214223,43.098831030818275
2863,2022-06-27,Summer,USA,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,127.66,1,0.25,95.75,60.64,35.11,36.67,66.95,4,Bank Transfer,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,95.75,35.11,0.6992167101827677,1.430171769977595
2864,2022-05-14,Spring,Italy,Books & Media,Software,Photo Editing Suite,242.41,6,0.5,727.23,831.85,-104.62,-14.39,6.8,8,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,121.205,-17.436666666666667,0.009350549344774004,106.94558823529412
2865,2024-01-28,Winter,Jordan,Beauty & Health,Supplements,Whey Protein 2kg,70.08,2,0.1,126.14,101.45,24.69,19.57,29.5,12,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,63.07,12.345,0.2338671317583637,4.27593220338983
2866,2023-09-17,Fall,India,Beauty & Health,Supplements,Whey Protein 2kg,40.14,2,0.1,72.25,52.09,20.16,27.9,4.7,18,Cash on Delivery,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,36.125,10.08,0.06505190311418685,15.372340425531915
2867,2023-10-03,Fall,Kuwait,Electronics,Smartphones,Xiaomi 13,805.58,3,0.0,2416.74,1364.99,1051.75,43.52,19.21,16,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,805.5799999999999,350.5833333333333,0.007948724314572525,125.80635085892763
2868,2023-08-27,Summer,UAE,Books & Media,Books,Rich Dad Poor Dad,24.76,1,0.3,17.33,13.98,3.35,19.33,63.54,11,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,17.33,3.35,3.6664743219849973,0.27274158010701915
2869,2021-08-30,Summer,Mexico,Books & Media,Software,Microsoft Office 365,192.21,2,0.25,288.31,264.21,24.1,8.36,15.5,3,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002021,144.155,12.05,0.053761576081301374,18.600645161290323
2870,2024-04-10,Spring,India,Books & Media,Software,Microsoft Office 365,114.46,2,0.1,206.03,163.3,42.73,20.74,57.15,12,PayPal,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,103.015,21.365,0.2773867883317963,3.605074365704287
2871,2024-02-07,Winter,Singapore,Beauty & Health,Supplements,Collagen Peptides,20.11,10,0.5,100.55,91.14,9.41,9.36,18.53,17,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,10.055,0.9410000000000001,0.1842864246643461,5.4263356718834315
2872,2022-05-10,Spring,Egypt,Clothing,Footwear,Vans Old Skool,108.72,3,0.0,326.16,213.62,112.54,34.5,17.98,8,Cash on Delivery,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,108.72000000000001,37.513333333333335,0.05512631837135148,18.14015572858732
2873,2023-10-01,Fall,Mexico,Beauty & Health,Skincare,Vitamin C Serum,65.02,8,0.25,390.12,288.36,101.76,26.08,5.08,10,Google Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,48.765,12.72,0.013021634368912129,76.79527559055119
2874,2024-09-26,Fall,South Korea,Home & Kitchen,Furniture,TV Stand,307.14,3,0.3,644.99,587.44,57.55,8.92,11.5,25,Bank Transfer,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002024,214.99666666666667,19.183333333333334,0.017829733794322393,56.08608695652174
2875,2022-08-26,Summer,Mexico,Clothing,Footwear,Adidas Ultraboost,94.91,4,0.0,379.64,200.33,179.31,47.23,23.32,5,Google Pay,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,94.91,44.8275,0.06142661468759878,16.27958833619211
2876,2022-02-04,Winter,UAE,Books & Media,Books,The Psychology of Money,22.68,4,0.25,68.04,65.63,2.41,3.54,7.56,7,Bank Transfer,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,17.01,0.6025,0.11111111111111109,9.000000000000002
2877,2024-05-05,Spring,China,Beauty & Health,Skincare,Vitamin C Serum,24.11,2,0.0,48.22,26.65,21.57,44.73,12.98,23,Google Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,24.11,10.785,0.269182911654915,3.714946070878274
2878,2023-08-29,Summer,China,Clothing,Women's Wear,Maxi Skirt,126.74,2,0.0,253.48,174.3,79.18,31.24,16.03,22,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,126.74,39.59,0.06323970332965126,15.81285090455396
2879,2023-03-20,Spring,Canada,Home & Kitchen,Furniture,Study Desk,262.91,1,0.4,157.75,126.64,31.11,19.72,9.19,4,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,157.75,31.11,0.058256735340729,17.165397170837867
2880,2023-12-06,Winter,USA,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,139.7,7,0.05,929.0,553.23,375.77,40.45,62.17,9,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,132.71428571428572,53.68142857142857,0.06692142088266954,14.942898504101656
2881,2024-06-19,Summer,Canada,Books & Media,Books,The Psychology of Money,19.79,1,0.1,17.81,11.04,6.77,38.01,50.92,10,Cash on Delivery,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,17.81,6.77,2.8590679393599103,0.3497643362136685
2882,2024-03-22,Spring,UAE,Books & Media,Software,Adobe Creative Cloud,207.96,3,0.3,436.72,451.96,-15.24,-3.49,19.73,17,Debit Card,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,145.57333333333335,-5.08,0.04517768822128595,22.134820070957932
2883,2022-09-07,Fall,UK,Home & Kitchen,Kitchen Tools,Cutting Board Set,148.96,1,0.05,141.51,105.09,36.42,25.74,9.15,5,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,141.51,36.42,0.06465974136103456,15.465573770491801
2884,2022-09-25,Fall,Italy,Books & Media,Software,Adobe Creative Cloud,108.28,6,0.4,389.81,460.4,-70.59,-18.11,81.19,5,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,64.96833333333333,-11.765,0.20828095738949745,4.801207045202611
2885,2023-08-30,Summer,USA,Home & Kitchen,Kitchen Tools,Storage Container Set,125.89,3,0.0,377.67,199.73,177.94,47.12,7.24,3,Debit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,125.89,59.31333333333333,0.01917017502052056,52.16436464088398
2886,2022-09-12,Fall,USA,Electronics,Laptops,MacBook Air M2,1902.69,3,0.0,5708.07,3117.71,2590.36,45.38,95.78,8,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,1902.6899999999998,863.4533333333334,0.016779752175428823,59.59563583211526
2887,2021-07-24,Summer,Spain,Electronics,Headphones,AirPods Pro,199.65,2,0.0,399.3,225.54,173.76,43.52,89.2,12,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002021,199.65,86.88,0.2233909341347358,4.476457399103139
2888,2023-08-26,Summer,UAE,Electronics,Headphones,AirPods Pro,366.72,1,0.15,311.71,173.05,138.66,44.48,7.83,9,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,311.71,138.66,0.02511950210131212,39.809706257982114
2889,2024-01-29,Winter,Mexico,Books & Media,Software,Antivirus Pro,23.1,1,0.15,19.64,11.24,8.4,42.77,54.39,3,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,19.64,8.4,2.769348268839104,0.3610957896672182
2890,2023-09-14,Fall,UAE,Electronics,Smartphones,OnePlus 11,532.46,2,0.0,1064.92,791.51,273.41,25.67,71.39,16,Cash on Delivery,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,532.46,136.705,0.06703789956053037,14.91693514497829
2891,2023-08-02,Summer,Jordan,Beauty & Health,Supplements,Collagen Peptides,24.45,1,0.2,19.56,15.12,4.44,22.7,35.33,16,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,19.56,4.44,1.806237218813906,0.5536371355788282
2892,2021-06-08,Summer,Jordan,Home & Kitchen,Appliances,Coffee Maker,192.74,6,0.2,925.15,859.96,65.19,7.05,32.34,7,Debit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002021,154.19166666666666,10.865,0.034956493541587856,28.60698824984539
2893,2022-09-27,Fall,France,Clothing,Women's Wear,High-Waist Jeans,98.49,4,0.1,354.56,250.04,104.52,29.48,13.51,11,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,88.64,26.13,0.03810356498194946,26.244263508512212
2894,2024-12-10,Winter,Egypt,Clothing,Women's Wear,Blouse Top,107.49,1,0.05,102.12,51.08,51.04,49.98,68.64,13,Credit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002024,102.12,51.04,0.6721504112808461,1.487762237762238
2895,2022-09-22,Fall,Mexico,Books & Media,Software,Adobe Creative Cloud,230.71,3,0.2,553.7,457.06,96.64,17.45,6.94,10,Bank Transfer,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,184.5666666666667,32.21333333333333,0.01253386310276323,79.78386167146974
2896,2024-08-04,Summer,Spain,Clothing,Men's Wear,Classic T-Shirt,44.53,6,0.05,253.82,139.52,114.3,45.03,23.11,14,Debit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,42.303333333333335,19.05,0.09104877472224411,10.983124188662917
2897,2023-05-17,Spring,Saudi Arabia,Books & Media,Books,Rich Dad Poor Dad,10.48,4,0.0,41.92,19.17,22.75,54.27,9.43,13,Credit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,10.48,5.6875,0.22495229007633585,4.445387062566279
2898,2022-03-27,Spring,South Korea,Clothing,Women's Wear,Summer Dress,115.45,8,0.25,692.7,502.76,189.94,27.42,32.4,10,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,86.5875,23.7425,0.04677349501948895,21.379629629629633
2899,2024-08-02,Summer,USA,Electronics,Laptops,Dell XPS 15,960.82,1,0.0,960.82,595.01,365.81,38.07,28.84,10,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,960.82,365.81,0.030016027976103744,33.31553398058253
2900,2022-10-31,Fall,China,Beauty & Health,Skincare,Vitamin C Serum,10.25,1,0.3,7.17,6.64,0.53,7.39,5.68,15,Google Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,7.17,0.53,0.7921896792189679,1.262323943661972
2901,2022-09-29,Fall,USA,Beauty & Health,Skincare,Vitamin C Serum,40.27,4,0.2,128.86,113.73,15.13,11.74,6.7,7,PayPal,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,32.215,3.7825,0.051994412540741886,19.232835820895524
2902,2023-01-22,Winter,Mexico,Home & Kitchen,Furniture,Bedside Table,341.86,1,0.0,341.86,197.15,144.71,42.33,6.77,5,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,341.86,144.71,0.019803428303984086,50.49630723781389
2903,2022-12-16,Winter,Mexico,Books & Media,Software,Photo Editing Suite,121.86,9,0.05,1041.9,534.11,507.79,48.74,27.93,3,Debit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,115.76666666666668,56.42111111111112,0.02680679527785776,37.30397422126746
2904,2023-08-28,Summer,Jordan,Beauty & Health,Skincare,Sunscreen SPF50,81.79,2,0.3,114.51,85.72,28.79,25.14,76.96,18,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,57.255,14.395,0.6720810409571215,1.4879158004158006
2905,2022-05-14,Spring,South Korea,Electronics,Laptops,MacBook Air M2,1872.94,9,0.3,11799.52,11063.28,736.24,6.24,4.38,20,PayPal,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,1311.0577777777778,81.80444444444444,0.00037120154040164345,2693.9543378995436
2906,2024-01-27,Winter,France,Electronics,Tablets,Huawei MatePad 11,158.18,1,0.05,150.27,92.3,57.97,38.58,33.16,7,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,150.27,57.97,0.22066946163572232,4.531664656212305
2907,2021-11-20,Fall,China,Home & Kitchen,Furniture,TV Stand,361.07,1,0.5,180.53,173.14,7.39,4.09,9.26,15,Apple Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,180.53,7.39,0.051293413837035395,19.495680345572353
2908,2022-02-28,Winter,Canada,Home & Kitchen,Furniture,Study Desk,393.19,2,0.1,707.74,411.97,295.77,41.79,33.49,3,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,353.87,147.885,0.04731963715488739,21.13287548521947
2909,2024-05-31,Spring,Japan,Electronics,Headphones,Sony WH-1000XM5,352.56,2,0.25,528.84,427.48,101.36,19.17,16.46,20,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,264.42,50.68,0.031124725814991303,32.128797083839615
2910,2024-02-18,Winter,Jordan,Clothing,Men's Wear,Chino Pants,79.52,2,0.25,119.28,95.95,23.33,19.56,81.56,12,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,59.64,11.665,0.6837692823608317,1.462481608631682
2911,2023-10-26,Fall,Canada,Books & Media,Software,VPN Premium 1Y,124.52,3,0.4,224.14,188.12,36.02,16.07,24.06,9,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,74.71333333333332,12.006666666666668,0.10734362452038905,9.315876974231088
2912,2022-05-25,Spring,Italy,Electronics,Smartphones,Xiaomi 13,1190.15,2,0.1,2142.27,1145.55,996.72,46.53,36.71,13,Google Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,1071.135,498.36,0.01713602860517115,58.356578588940344
2913,2023-09-03,Fall,Jordan,Clothing,Footwear,Converse Chuck Taylor,128.71,1,0.0,128.71,63.91,64.8,50.35,3.49,13,PayPal,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,128.71,64.8,0.02711522026260586,36.87965616045845
2914,2023-01-05,Winter,Saudi Arabia,Beauty & Health,Supplements,Multivitamin Pack,32.46,2,0.3,45.44,30.22,15.22,33.49,7.21,8,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,22.72,7.61,0.15867077464788734,6.302357836338419
2915,2024-11-11,Fall,USA,Clothing,Women's Wear,High-Waist Jeans,100.75,2,0.0,201.5,129.82,71.68,35.57,7.23,9,Bank Transfer,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002024,100.75,35.84,0.03588089330024814,27.869986168741352
2916,2024-01-23,Winter,USA,Books & Media,Software,Adobe Creative Cloud,85.49,2,0.0,170.98,106.0,64.98,38.0,13.96,9,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,85.49,32.49,0.08164697625453271,12.247851002865328
2917,2024-01-05,Winter,Canada,Home & Kitchen,Furniture,Bedside Table,566.46,2,0.05,1076.27,522.98,553.29,51.41,92.71,5,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,538.135,276.645,0.08614009495758498,11.608995793334053
2918,2024-04-05,Spring,China,Clothing,Men's Wear,Formal Shirt,33.99,2,0.0,67.98,37.52,30.46,44.81,12.49,16,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,33.99,15.23,0.1837305089732274,5.44275420336269
2919,2023-08-08,Summer,India,Beauty & Health,Skincare,Vitamin C Serum,69.96,3,0.0,209.88,133.94,75.94,36.18,17.21,12,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,69.96,25.313333333333333,0.08199923765961502,12.195235328297501
2920,2023-03-01,Spring,South Korea,Home & Kitchen,Appliances,Air Fryer 5.5L,139.93,1,0.0,139.93,69.17,70.76,50.57,62.26,19,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,139.93,70.76,0.4449367540913313,2.2475104400899455
2921,2022-01-09,Winter,Japan,Home & Kitchen,Appliances,Blender Pro,292.75,1,0.1,263.48,175.57,87.91,33.36,6.23,23,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,263.48,87.91,0.023645058448459086,42.29213483146067
2922,2024-03-21,Spring,Japan,Home & Kitchen,Appliances,Rice Cooker,175.12,1,0.25,131.34,96.84,34.5,26.27,21.78,12,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,131.34,34.5,0.1658291457286432,6.03030303030303
2923,2022-07-16,Summer,Saudi Arabia,Clothing,Men's Wear,Classic T-Shirt,99.61,3,0.0,298.83,170.28,128.55,43.02,18.65,10,Apple Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,99.61,42.85,0.06241006592376937,16.023056300268095
2924,2022-11-23,Fall,Egypt,Home & Kitchen,Furniture,Bedside Table,198.18,2,0.0,396.36,248.89,147.47,37.21,6.2,14,Debit Card,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002022,198.18,73.735,0.01564234534261782,63.92903225806452
2925,2022-05-08,Spring,China,Beauty & Health,Skincare,Sunscreen SPF50,60.9,7,0.2,341.04,283.84,57.2,16.77,39.84,19,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,48.720000000000006,8.171428571428573,0.11681914144968332,8.56024096385542
2926,2024-02-26,Winter,Saudi Arabia,Electronics,Smartphones,iPhone 14,836.79,5,0.25,3137.96,2584.47,553.49,17.64,37.37,10,PayPal,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,627.592,110.69800000000001,0.011909010949789033,83.97002943537598
2927,2023-02-19,Winter,India,Clothing,Footwear,Adidas Ultraboost,113.55,4,0.3,317.94,251.9,66.04,20.77,28.53,12,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,79.485,16.51,0.08973391205887904,11.144058885383807
2928,2022-04-09,Spring,France,Books & Media,Books,Deep Work,33.01,1,0.3,23.11,22.22,0.89,3.85,94.61,10,Debit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,23.11,0.89,4.093898745131978,0.2442659338336328
2929,2021-06-22,Summer,Canada,Home & Kitchen,Furniture,Office Chair,452.7,2,0.25,679.05,595.33,83.72,12.33,22.13,6,Bank Transfer,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002021,339.525,41.86,0.03258964730137692,30.684591052869408
2930,2023-04-05,Spring,Kuwait,Clothing,Women's Wear,Maxi Skirt,89.26,2,0.5,89.26,129.41,-40.15,-44.98,16.14,10,Google Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,44.63,-20.075,0.1808200761819404,5.530359355638166
2931,2021-04-16,Spring,Mexico,Electronics,Smartphones,iPhone 14,464.24,2,0.1,835.63,595.36,240.27,28.75,9.79,7,Google Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002021,417.815,120.135,0.011715711499108456,85.35546475995915
2932,2023-11-02,Fall,Canada,Clothing,Women's Wear,Maxi Skirt,24.84,2,0.0,49.68,27.87,21.81,43.9,14.33,3,Apple Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002023,24.84,10.905,0.2884460547504026,3.4668527564549896
2933,2023-11-13,Fall,Germany,Clothing,Men's Wear,Hoodie Sweatshirt,57.49,1,0.1,51.74,38.18,13.56,26.21,4.68,7,Google Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002023,51.74,13.56,0.09045226130653265,11.055555555555557
2934,2024-01-20,Winter,Italy,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,20.41,2,0.3,28.57,25.98,2.59,9.07,5.96,10,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,14.285,1.295,0.20861043052152609,4.793624161073826
2935,2022-07-15,Summer,Egypt,Beauty & Health,Skincare,Retinol Night Cream,55.26,1,0.0,55.26,38.31,16.95,30.67,63.39,17,Debit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,55.26,16.95,1.1471226927252987,0.8717463322290582
2936,2023-08-27,Summer,USA,Books & Media,Books,Thinking Fast and Slow,14.97,4,0.0,59.88,40.28,19.6,32.73,8.43,8,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,14.97,4.9,0.1407815631262525,7.10320284697509
2937,2023-02-27,Winter,India,Home & Kitchen,Appliances,Microwave Oven,280.7,1,0.25,210.52,198.08,12.44,5.91,82.14,17,Bank Transfer,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,210.52,12.44,0.390176705301159,2.5629413196980764
2938,2024-03-14,Spring,Japan,Books & Media,Books,Atomic Habits,33.79,3,0.05,96.3,65.11,31.19,32.39,9.04,23,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,32.1,10.396666666666667,0.09387331256490135,10.652654867256638
2939,2023-03-29,Spring,Italy,Electronics,Laptops,MacBook Air M2,2124.99,2,0.0,4249.98,2914.5,1335.48,31.42,4.46,14,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,2124.99,667.74,0.0010494167031374266,952.9103139013451
2940,2022-07-07,Summer,Spain,Electronics,Smartphones,Xiaomi 13,408.56,3,0.0,1225.68,898.04,327.64,26.73,18.12,11,Bank Transfer,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,408.56,109.21333333333332,0.01478363031133738,67.64238410596026
2941,2023-01-02,Winter,Germany,Home & Kitchen,Appliances,Microwave Oven,255.36,10,0.2,2042.88,1904.69,138.19,6.76,7.07,7,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,204.288,13.818999999999999,0.003460800438596491,288.950495049505
2942,2023-04-27,Spring,Saudi Arabia,Clothing,Men's Wear,Hoodie Sweatshirt,110.64,2,0.5,110.64,140.14,-29.5,-26.66,6.15,12,Google Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,55.32,-14.75,0.05558568329718005,17.990243902439023
2943,2023-07-08,Summer,Canada,Clothing,Footwear,Nike Air Max,116.67,6,0.25,525.01,441.56,83.45,15.89,62.55,7,Bank Transfer,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,87.50166666666667,13.908333333333333,0.11914058779832765,8.393445243804956
2944,2024-01-09,Winter,China,Beauty & Health,Supplements,Omega-3 Fish Oil,77.99,2,0.4,93.59,115.64,-22.05,-23.56,83.46,18,Apple Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,46.795,-11.025,0.8917619403782454,1.1213755092259767
2945,2023-11-02,Fall,Singapore,Electronics,Headphones,Samsung Galaxy Buds,328.8,2,0.05,624.72,427.26,197.46,31.61,50.28,24,Google Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002023,312.36,98.73,0.08048405685747215,12.424821002386635
2946,2023-05-08,Spring,South Korea,Home & Kitchen,Appliances,Air Fryer 5.5L,243.38,1,0.05,231.21,116.07,115.14,49.8,49.92,25,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,231.21,115.14,0.21590761645257558,4.631610576923077
2947,2023-04-13,Spring,India,Beauty & Health,Supplements,Whey Protein 2kg,55.25,1,0.2,44.2,36.93,7.27,16.45,15.8,11,Debit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,44.2,7.27,0.3574660633484163,2.79746835443038
2948,2024-05-11,Spring,Japan,Electronics,Smartphones,Samsung Galaxy S23,652.99,1,0.15,555.04,360.87,194.17,34.98,4.96,22,Bank Transfer,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,555.04,194.17,0.008936292879792447,111.9032258064516
2949,2024-07-09,Summer,UAE,Books & Media,Software,VPN Premium 1Y,244.05,2,0.0,488.1,331.59,156.51,32.07,6.16,16,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,244.05,78.255,0.012620364679368981,79.23701298701299
2950,2023-08-29,Summer,India,Books & Media,Software,VPN Premium 1Y,194.97,2,0.0,389.94,189.19,200.75,51.48,8.7,22,Cash on Delivery,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,194.97,100.375,0.022311124788428987,44.820689655172416
2951,2022-03-16,Spring,Canada,Clothing,Men's Wear,Formal Shirt,36.4,2,0.1,65.52,36.36,29.16,44.51,14.52,9,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,32.76,14.58,0.22161172161172163,4.512396694214876
2952,2022-01-20,Winter,Canada,Beauty & Health,Skincare,Sunscreen SPF50,79.41,3,0.25,178.67,115.18,63.49,35.53,2.97,3,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,59.556666666666665,21.163333333333334,0.01662282420104103,60.15824915824915
2953,2023-03-28,Spring,South Korea,Books & Media,Books,Deep Work,13.55,4,0.25,40.65,35.07,5.58,13.73,7.4,13,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,10.1625,1.395,0.1820418204182042,5.493243243243243
2954,2022-07-28,Summer,USA,Books & Media,Software,Adobe Creative Cloud,146.39,1,0.1,131.75,92.92,38.83,29.47,38.15,6,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,131.75,38.83,0.28956356736242883,3.453473132372215
2955,2023-02-18,Winter,Italy,Beauty & Health,Supplements,Collagen Peptides,50.05,6,0.3,210.21,148.93,61.28,29.15,81.09,13,Bank Transfer,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,35.035000000000004,10.213333333333333,0.3857571000428143,2.5923048464668885
2956,2023-10-27,Fall,UK,Clothing,Women's Wear,Blouse Top,139.52,2,0.0,279.04,204.16,74.88,26.83,13.55,12,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,139.52,37.44,0.04855934633027523,20.593357933579338
2957,2023-05-29,Spring,Italy,Books & Media,Software,Adobe Creative Cloud,46.6,1,0.05,44.27,32.88,11.39,25.73,8.86,6,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,44.27,11.39,0.20013553196295458,4.996613995485328
