Order_Date,Year,Month,Quarter,Season,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status,Order_Month,Order_Quarter,Order_Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
2022-01-01,2022,January,Q1,Winter,Female,Regular,Asia,China,Books & Media,Software,Microsoft Office 365,212.44,6,0.05,1210.91,780.09,430.82,35.58,18.73,Standard,13,Google Pay,Delivered,1,1,2022,201.81833333333336,71.80333333333333,0.015467706105325746,64.65082754938601
2022-01-01,2022,January,Q1,Winter,Male,Regular,Middle East,UAE,Electronics,Tablets,Samsung Galaxy Tab S9,207.14,3,0.0,621.42,309.69,311.73,50.16,97.66,Overnight,14,Google Pay,Returned,1,1,2022,207.14,103.91000000000001,0.15715619066010106,6.363096457096047
2022-01-01,2022,January,Q1,Winter,Female,New,Asia,South Korea,Books & Media,Books,The Psychology of Money,13.48,2,0.05,25.61,13.33,12.28,47.95,46.82,Express,19,Bank Transfer,Processing,1,1,2022,12.805,6.14,1.8281921124560718,0.5469884664673217
2022-01-02,2022,January,Q1,Winter,Male,Premium,Europe,Germany,Home & Kitchen,Furniture,Bookshelf 5-Tier,552.2,10,0.4,3313.2,3182.49,130.71,3.95,8.34,Economy,9,PayPal,Returned,1,1,2022,331.32,13.071000000000002,0.0025172039116262224,397.2661870503597
2022-01-02,2022,January,Q1,Winter,Female,VIP,North America,USA,Clothing,Men's Wear,Hoodie Sweatshirt,38.75,1,0.0,38.75,28.08,10.67,27.54,12.0,Standard,8,Credit Card,Delivered,1,1,2022,38.75,10.67,0.3096774193548387,3.2291666666666665
2022-01-02,2022,January,Q1,Winter,Male,Premium,Europe,Italy,Electronics,Smartphones,Xiaomi 13,717.27,2,0.3,1004.18,893.68,110.5,11.0,39.42,Express,14,Google Pay,Delivered,1,1,2022,502.09,55.25,0.03925591029496704,25.473871131405375
2022-01-02,2022,January,Q1,Winter,Male,Premium,Europe,Italy,Home & Kitchen,Kitchen Tools,Cutting Board Set,70.47,2,0.25,105.7,99.77,5.93,5.61,4.17,Economy,6,Debit Card,Processing,1,1,2022,52.85,2.965,0.03945127719962157,25.347721822541967
2022-01-03,2022,January,Q1,Winter,Female,Premium,North America,USA,Beauty & Health,Supplements,Multivitamin Pack,50.43,1,0.0,50.43,29.26,21.17,41.98,89.83,Overnight,6,Debit Card,Delivered,1,1,2022,50.43,21.17,1.7812809835415426,0.5613937437381721
2022-01-03,2022,January,Q1,Winter,Male,New,Asia,South Korea,Clothing,Men's Wear,Hoodie Sweatshirt,104.11,7,0.0,728.77,333.07,395.7,54.3,66.88,Overnight,24,Apple Pay,Delivered,1,1,2022,104.11,56.528571428571425,0.09177106631721942,10.896680622009569
2022-01-03,2022,January,Q1,Winter,Male,Premium,Asia,South Korea,Electronics,Tablets,Lenovo Tab P12,517.14,1,0.2,413.71,362.52,51.19,12.37,73.18,Overnight,21,Credit Card,Returned,1,1,2022,413.71,51.19,0.1768871915109618,5.653320579393276
2022-01-03,2022,January,Q1,Winter,Female,Regular,Asia,South Korea,Books & Media,Books,Atomic Habits,18.16,5,0.5,45.4,52.41,-7.01,-15.44,60.78,Overnight,13,Debit Card,Processing,1,1,2022,9.08,-1.402,1.3387665198237886,0.746956235603817
2022-01-03,2022,January,Q1,Winter,Male,New,Middle East,Saudi Arabia,Electronics,Laptops,ASUS ZenBook,1569.65,3,0.05,4473.5,2914.41,1559.09,34.85,5.76,Economy,9,PayPal,Processing,1,1,2022,1491.1666666666667,519.6966666666666,0.001287582429864759,776.6493055555555
2022-01-04,2022,January,Q1,Winter,Male,New,Middle East,Egypt,Home & Kitchen,Furniture,TV Stand,446.87,1,0.1,402.18,252.89,149.29,37.12,10.44,Standard,12,Debit Card,Delivered,1,1,2022,402.18,149.29,0.025958526033119496,38.52298850574713
2022-01-04,2022,January,Q1,Winter,Male,Regular,Middle East,Kuwait,Home & Kitchen,Appliances,Blender Pro,226.94,2,0.25,340.41,285.55,54.86,16.12,60.81,Overnight,7,Apple Pay,Delivered,1,1,2022,170.205,27.43,0.1786375253370935,5.597927972372966
2022-01-04,2022,January,Q1,Winter,Female,Premium,Asia,Singapore,Beauty & Health,Skincare,Sunscreen SPF50,51.14,2,0.3,71.6,51.79,19.81,27.67,72.38,Overnight,13,Debit Card,Cancelled,1,1,2022,35.8,9.905,1.0108938547486033,0.9892235424150317
2022-01-04,2022,January,Q1,Winter,Male,Regular,Europe,Italy,Books & Media,Books,Thinking Fast and Slow,38.45,2,0.25,57.68,47.11,10.57,18.33,6.35,Standard,8,Google Pay,Returned,1,1,2022,28.84,5.285,0.11009015256588071,9.083464566929134
2022-01-04,2022,January,Q1,Winter,Female,New,Middle East,Saudi Arabia,Books & Media,Books,Thinking Fast and Slow,33.35,1,0.3,23.34,25.01,-1.67,-7.16,5.66,Economy,14,PayPal,Delivered,1,1,2022,23.34,-1.67,0.24250214224507285,4.123674911660777
2022-01-04,2022,January,Q1,Winter,Female,Regular,Middle East,Jordan,Books & Media,Books,Thinking Fast and Slow,15.63,2,0.4,18.76,18.27,0.49,2.61,19.56,Standard,15,Apple Pay,Cancelled,1,1,2022,9.38,0.245,1.042643923240938,0.9591002044989776
2022-01-04,2022,January,Q1,Winter,Female,Regular,Europe,Germany,Electronics,Tablets,Huawei MatePad 11,392.87,6,0.4,1414.33,1346.36,67.97,4.81,58.83,Overnight,14,Google Pay,Delivered,1,1,2022,235.72166666666666,11.328333333333333,0.04159566720638041,24.04096549379568
2022-01-05,2022,January,Q1,Winter,Male,Premium,Asia,China,Beauty & Health,Supplements,Multivitamin Pack,54.86,1,0.0,54.86,30.78,24.08,43.89,5.48,Economy,15,Google Pay,Delivered,1,1,2022,54.86,24.08,0.09989063069631791,10.010948905109489
2022-01-05,2022,January,Q1,Winter,Male,New,North America,USA,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,50.97,3,0.2,122.33,108.43,13.9,11.36,45.52,Express,5,Google Pay,Returned,1,1,2022,40.776666666666664,4.633333333333334,0.37210823183193004,2.687390158172232
2022-01-05,2022,January,Q1,Winter,Female,Regular,Asia,China,Home & Kitchen,Appliances,Microwave Oven,217.73,2,0.05,413.69,297.2,116.49,28.16,94.42,Overnight,14,Apple Pay,Delivered,1,1,2022,206.845,58.245,0.22823853610191205,4.3813810633340395
2022-01-05,2022,January,Q1,Winter,Male,Premium,Europe,France,Clothing,Women's Wear,Maxi Skirt,130.59,5,0.0,652.95,367.23,285.72,43.76,12.5,Standard,10,Apple Pay,Processing,1,1,2022,130.59,57.144000000000005,0.01914388544298951,52.236000000000004
2022-01-05,2022,January,Q1,Winter,Male,Regular,North America,Mexico,Electronics,Tablets,Huawei MatePad 11,527.98,2,0.0,1055.96,695.69,360.27,34.12,6.73,Economy,9,Credit Card,Delivered,1,1,2022,527.98,180.135,0.0063733474752831545,156.9034175334324
2022-01-05,2022,January,Q1,Winter,Female,Regular,Middle East,Jordan,Beauty & Health,Supplements,Omega-3 Fish Oil,24.34,4,0.0,97.36,50.81,46.55,47.81,7.13,Standard,7,Google Pay,Delivered,1,1,2022,24.34,11.6375,0.07323336072308956,13.654978962131837
2022-01-06,2022,January,Q1,Winter,Female,New,North America,USA,Electronics,Tablets,Huawei MatePad 11,666.67,3,0.3,1400.01,1401.78,-1.77,-0.13,25.56,Express,10,Bank Transfer,Delivered,1,1,2022,466.67,-0.59,0.01825701244991107,54.77347417840376
2022-01-06,2022,January,Q1,Winter,Female,Regular,Asia,South Korea,Home & Kitchen,Appliances,Rice Cooker,47.44,2,0.4,56.93,69.41,-12.48,-21.92,2.23,Economy,10,Credit Card,Delivered,1,1,2022,28.465,-6.24,0.03917091164588091,25.52914798206278
2022-01-06,2022,January,Q1,Winter,Female,Regular,North America,Canada,Home & Kitchen,Furniture,Office Chair,559.7,1,0.0,559.7,264.91,294.79,52.67,94.88,Overnight,7,Apple Pay,Cancelled,1,1,2022,559.7,294.79,0.16951938538502767,5.899030354131535
2022-01-07,2022,January,Q1,Winter,Female,Regular,North America,Mexico,Home & Kitchen,Furniture,Bedside Table,142.67,3,0.0,428.01,233.44,194.57,45.46,34.46,Express,8,Credit Card,Delivered,1,1,2022,142.67,64.85666666666667,0.08051213756687928,12.420487521764365
2022-01-07,2022,January,Q1,Winter,Female,Regular,North America,Canada,Clothing,Women's Wear,High-Waist Jeans,111.85,2,0.0,223.7,153.85,69.85,31.22,10.83,Standard,3,Cash on Delivery,Delivered,1,1,2022,111.85,34.925,0.048413053196244976,20.655586334256693
2022-01-08,2022,January,Q1,Winter,Male,Regular,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,43.54,2,0.3,60.96,40.32,20.64,33.86,5.48,Economy,10,Apple Pay,Processing,1,1,2022,30.48,10.32,0.08989501312335958,11.124087591240874
2022-01-08,2022,January,Q1,Winter,Female,Regular,Asia,China,Books & Media,Books,Deep Work,36.29,6,0.4,130.64,106.54,24.1,18.45,25.43,Express,15,Apple Pay,Delivered,1,1,2022,21.77333333333333,4.016666666666667,0.19465707287201472,5.137239480928037
2022-01-08,2022,January,Q1,Winter,Male,Regular,Middle East,Kuwait,Electronics,Headphones,Sony WH-1000XM5,371.25,7,0.0,2598.75,1417.49,1181.26,45.45,5.52,Economy,12,Bank Transfer,Cancelled,1,1,2022,371.25,168.75142857142856,0.0021240981240981237,470.78804347826093
2022-01-08,2022,January,Q1,Winter,Male,New,Asia,India,Beauty & Health,Supplements,Collagen Peptides,35.02,4,0.0,140.08,93.86,46.22,33.0,81.26,Overnight,25,Credit Card,Delivered,1,1,2022,35.02,11.555,0.5800970873786407,1.7238493723849373
2022-01-08,2022,January,Q1,Winter,Female,Regular,Asia,India,Beauty & Health,Supplements,Vitamin D3,77.04,1,0.0,77.04,53.45,23.59,30.62,15.86,Standard,12,Google Pay,Delivered,1,1,2022,77.04,23.59,0.20586708203530632,4.85750315258512
2022-01-08,2022,January,Q1,Winter,Male,VIP,North America,USA,Clothing,Men's Wear,Classic T-Shirt,44.51,3,0.0,133.53,93.13,40.4,30.26,6.94,Economy,7,Google Pay,Delivered,1,1,2022,44.51,13.466666666666667,0.05197333932449637,19.240634005763688
2022-01-08,2022,January,Q1,Winter,Male,Regular,Asia,Singapore,Books & Media,Software,Microsoft Office 365,152.44,1,0.25,114.33,84.52,29.81,26.07,40.98,Express,20,PayPal,Delivered,1,1,2022,114.33,29.81,0.3584361060089215,2.7898975109809663
2022-01-08,2022,January,Q1,Winter,Female,VIP,Europe,Italy,Beauty & Health,Skincare,Sunscreen SPF50,76.4,1,0.3,53.48,45.37,8.11,15.16,2.59,Economy,14,Debit Card,Cancelled,1,1,2022,53.48,8.11,0.04842931937172775,20.64864864864865
2022-01-09,2022,January,Q1,Winter,Male,Regular,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,129.04,1,0.3,90.33,82.88,7.45,8.25,12.71,Standard,10,Credit Card,Delivered,1,1,2022,90.33,7.45,0.140706299125429,7.107002360346184
2022-01-09,2022,January,Q1,Winter,Male,VIP,Asia,Singapore,Clothing,Women's Wear,Maxi Skirt,92.7,1,0.0,92.7,46.26,46.44,50.1,11.51,Standard,19,Debit Card,Returned,1,1,2022,92.7,46.44,0.12416396979503776,8.053866203301478
2022-01-09,2022,January,Q1,Winter,Male,Premium,Middle East,Egypt,Home & Kitchen,Appliances,Microwave Oven,93.78,4,0.3,262.58,202.95,59.63,22.71,10.45,Standard,13,Credit Card,Processing,1,1,2022,65.645,14.9075,0.03979739507959479,25.12727272727273
2022-01-09,2022,January,Q1,Winter,Male,VIP,North America,Canada,Beauty & Health,Supplements,Vitamin D3,61.11,2,0.25,91.66,73.23,18.43,20.11,18.73,Standard,5,Bank Transfer,Delivered,1,1,2022,45.83,9.215,0.20434213397337989,4.8937533368926855
2022-01-09,2022,January,Q1,Winter,Male,New,Asia,Japan,Home & Kitchen,Appliances,Blender Pro,292.75,1,0.1,263.48,175.57,87.91,33.36,6.23,Standard,23,Debit Card,Cancelled,1,1,2022,263.48,87.91,0.023645058448459086,42.29213483146067
2022-01-09,2022,January,Q1,Winter,Male,Regular,Middle East,Egypt,Electronics,Tablets,Samsung Galaxy Tab S9,1003.75,2,0.25,1505.62,1503.98,1.64,0.11,13.25,Standard,11,Cash on Delivery,Delivered,1,1,2022,752.81,0.82,0.00880036131294749,113.63169811320753
2022-01-09,2022,January,Q1,Winter,Male,New,Europe,UK,Electronics,Laptops,ASUS ZenBook,1438.58,6,0.3,6042.04,6367.7,-325.66,-5.39,93.78,Overnight,12,Google Pay,Returned,1,1,2022,1007.0066666666667,-54.27666666666667,0.015521247790481361,64.42780976754105
2022-01-09,2022,January,Q1,Winter,Male,Premium,Middle East,Saudi Arabia,Home & Kitchen,Furniture,Office Chair,473.47,2,0.25,710.21,488.8,221.41,31.18,5.18,Economy,7,Bank Transfer,Delivered,1,1,2022,355.105,110.705,0.0072936173807747,137.10617760617762
2022-01-10,2022,January,Q1,Winter,Male,Regular,North America,Mexico,Clothing,Men's Wear,Formal Shirt,95.28,6,0.2,457.34,349.97,107.37,23.48,25.41,Express,8,Apple Pay,Processing,1,1,2022,76.22333333333333,17.895,0.05556041457121617,17.998425816607632
2022-01-10,2022,January,Q1,Winter,Male,Regular,Asia,Singapore,Books & Media,Books,Rich Dad Poor Dad,11.97,4,0.5,23.94,32.58,-8.64,-36.09,33.52,Express,19,PayPal,Cancelled,1,1,2022,5.985,-2.16,1.4001670843776108,0.7142004773269689
2022-01-10,2022,January,Q1,Winter,Female,VIP,Asia,India,Books & Media,Books,Atomic Habits,37.31,1,0.0,37.31,24.88,12.43,33.32,17.07,Standard,13,Apple Pay,Delivered,1,1,2022,37.31,12.43,0.45751809166443314,2.1857059168131223
2022-01-10,2022,January,Q1,Winter,Male,New,Asia,China,Electronics,Smartphones,Xiaomi 13,1044.02,1,0.15,887.42,566.45,320.97,36.17,9.65,Economy,18,Apple Pay,Delivered,1,1,2022,887.42,320.97,0.010874219647968269,91.96062176165802
2022-01-10,2022,January,Q1,Winter,Female,Regular,Asia,South Korea,Electronics,Smartphones,Samsung Galaxy S23,494.21,2,0.4,593.05,584.3,8.75,1.48,12.17,Standard,14,Bank Transfer,Delivered,1,1,2022,296.525,4.375,0.020521035325857855,48.73048479868529
2022-01-11,2022,January,Q1,Winter,Male,VIP,North America,USA,Beauty & Health,Skincare,Moisturizing Cream,57.49,3,0.3,120.73,112.79,7.94,6.58,90.86,Overnight,9,Credit Card,Delivered,1,1,2022,40.24333333333333,2.646666666666667,0.7525884204423092,1.328747523662778
2022-01-11,2022,January,Q1,Winter,Female,Regular,North America,Canada,Books & Media,Books,Atomic Habits,39.43,5,0.0,197.15,113.64,83.51,42.36,70.8,Overnight,9,Bank Transfer,Delivered,1,1,2022,39.43,16.702,0.3591174232817651,2.7846045197740117
2022-01-11,2022,January,Q1,Winter,Male,New,North America,Mexico,Books & Media,Software,VPN Premium 1Y,239.75,2,0.05,455.52,294.75,160.77,35.29,30.7,Express,7,Apple Pay,Cancelled,1,1,2022,227.76,80.385,0.06739550403933965,14.837785016286645
2022-01-11,2022,January,Q1,Winter,Female,Regular,Europe,Italy,Clothing,Women's Wear,Summer Dress,145.72,8,0.1,1049.18,701.33,347.85,33.15,18.31,Standard,12,Apple Pay,Delivered,1,1,2022,131.1475,43.48125,0.01745172420366381,57.30092845439651
2022-01-12,2022,January,Q1,Winter,Male,Regular,North America,Mexico,Home & Kitchen,Appliances,Air Fryer 5.5L,272.92,1,0.0,272.92,169.76,103.16,37.8,87.56,Overnight,5,Bank Transfer,Delivered,1,1,2022,272.92,103.16,0.32082661585812694,3.1169483782549112
2022-01-12,2022,January,Q1,Winter,Female,Regular,North America,Canada,Books & Media,Books,Rich Dad Poor Dad,39.85,1,0.05,37.86,25.49,12.37,32.67,8.11,Economy,10,Cash on Delivery,Delivered,1,1,2022,37.86,12.37,0.21421024828314844,4.668310727496918
2022-01-12,2022,January,Q1,Winter,Male,Regular,Asia,Singapore,Beauty & Health,Supplements,Vitamin D3,55.29,1,0.25,41.47,40.97,0.5,1.21,25.96,Express,22,Cash on Delivery,Delivered,1,1,2022,41.47,0.5,0.6259946949602122,1.597457627118644
2022-01-12,2022,January,Q1,Winter,Male,New,Asia,Singapore,Beauty & Health,Skincare,Moisturizing Cream,16.07,1,0.05,15.27,11.72,3.55,23.25,45.29,Express,12,Cash on Delivery,Delivered,1,1,2022,15.27,3.55,2.965946299934512,0.33716052108633254
2022-01-13,2022,January,Q1,Winter,Male,New,North America,Mexico,Home & Kitchen,Appliances,Rice Cooker,35.59,1,0.05,33.81,23.18,10.63,31.44,9.37,Economy,5,Debit Card,Delivered,1,1,2022,33.81,10.63,0.27713694173321496,3.6083244397011747
2022-01-13,2022,January,Q1,Winter,Female,Regular,Middle East,Kuwait,Home & Kitchen,Furniture,Bedside Table,160.75,2,0.0,321.5,160.11,161.39,50.2,27.53,Express,15,Bank Transfer,Delivered,1,1,2022,160.75,80.695,0.0856298600311042,11.678169269887395
2022-01-13,2022,January,Q1,Winter,Female,VIP,Europe,UK,Electronics,Smartphones,iPhone 14,410.33,2,0.4,492.4,543.41,-51.01,-10.36,5.83,Economy,10,Bank Transfer,Delivered,1,1,2022,246.2,-25.505,0.011839967506092609,84.45969125214408
2022-01-13,2022,January,Q1,Winter,Female,Premium,Middle East,Kuwait,Books & Media,Software,Antivirus Pro,114.73,6,0.1,619.54,387.29,232.25,37.49,49.52,Express,15,Bank Transfer,Delivered,1,1,2022,103.25666666666666,38.708333333333336,0.07993027084611164,12.510904684975765
2022-01-14,2022,January,Q1,Winter,Male,Regular,Asia,Japan,Clothing,Women's Wear,Summer Dress,137.53,2,0.0,275.06,159.28,115.78,42.09,6.38,Economy,20,Bank Transfer,Delivered,1,1,2022,137.53,57.89,0.023194939285973968,43.112852664576806
2022-01-14,2022,January,Q1,Winter,Male,Regular,Europe,Italy,Beauty & Health,Supplements,Whey Protein 2kg,48.92,2,0.0,97.84,56.47,41.37,42.28,17.13,Standard,8,PayPal,Processing,1,1,2022,48.92,20.685,0.17508176614881438,5.711617046117922
2022-01-14,2022,January,Q1,Winter,Female,New,Middle East,Jordan,Beauty & Health,Skincare,Vitamin C Serum,49.55,2,0.25,74.32,45.65,28.67,38.58,29.96,Express,7,Cash on Delivery,Processing,1,1,2022,37.16,14.335,0.40312163616792257,2.4806408544726297
2022-01-15,2022,January,Q1,Winter,Male,Regular,North America,USA,Books & Media,Software,VPN Premium 1Y,183.77,2,0.3,257.28,272.54,-15.26,-5.93,6.25,Economy,9,Credit Card,Delivered,1,1,2022,128.64,-7.63,0.024292599502487564,41.16479999999999
2022-01-15,2022,January,Q1,Winter,Male,Regular,North America,Canada,Beauty & Health,Skincare,Hyaluronic Acid,35.91,3,0.2,86.18,48.54,37.64,43.68,96.42,Overnight,3,Debit Card,Delivered,1,1,2022,28.72666666666667,12.546666666666667,1.1188210721745184,0.8937979672267164
2022-01-15,2022,January,Q1,Winter,Male,VIP,Middle East,Kuwait,Home & Kitchen,Furniture,Study Desk,157.46,1,0.4,94.48,108.47,-13.99,-14.81,81.3,Overnight,7,Cash on Delivery,Delivered,1,1,2022,94.48,-13.99,0.8604995766299746,1.1621156211562116
2022-01-16,2022,January,Q1,Winter,Female,Premium,Middle East,Kuwait,Books & Media,Books,Thinking Fast and Slow,38.03,1,0.15,32.33,17.8,14.53,44.94,7.25,Economy,8,Bank Transfer,Delivered,1,1,2022,32.33,14.53,0.22424992267244048,4.459310344827586
2022-01-16,2022,January,Q1,Winter,Male,Regular,North America,Mexico,Electronics,Smartphones,iPhone 14,906.05,2,0.0,1812.1,944.3,867.8,47.89,12.36,Standard,4,Credit Card,Delivered,1,1,2022,906.05,433.9,0.006820815628276585,146.61003236245955
2022-01-16,2022,January,Q1,Winter,Female,Regular,Asia,Japan,Books & Media,Books,The Psychology of Money,19.6,2,0.2,31.36,19.63,11.73,37.4,5.49,Economy,19,Debit Card,Delivered,1,1,2022,15.68,5.865,0.17506377551020408,5.712204007285974
2022-01-16,2022,January,Q1,Winter,Female,Premium,North America,Mexico,Clothing,Men's Wear,Classic T-Shirt,95.91,3,0.05,273.34,195.53,77.81,28.47,9.34,Standard,5,Credit Card,Delivered,1,1,2022,91.11333333333333,25.936666666666667,0.03416989829516354,29.265524625267663
2022-01-16,2022,January,Q1,Winter,Female,Premium,Middle East,UAE,Clothing,Men's Wear,Chino Pants,49.23,5,0.15,209.23,133.41,75.82,36.24,54.21,Overnight,8,Debit Card,Delivered,1,1,2022,41.846,15.163999999999998,0.2590928643120012,3.8596199963106437
2022-01-16,2022,January,Q1,Winter,Female,VIP,Middle East,Jordan,Clothing,Men's Wear,Classic T-Shirt,100.99,2,0.2,161.58,128.04,33.54,20.76,10.69,Standard,11,PayPal,Delivered,1,1,2022,80.79,16.77,0.06615917811610347,15.115060804490179
2022-01-17,2022,January,Q1,Winter,Female,Premium,North America,Mexico,Beauty & Health,Supplements,Vitamin D3,20.55,6,0.4,73.98,88.72,-14.74,-19.92,9.57,Economy,3,Credit Card,Returned,1,1,2022,12.33,-2.4566666666666666,0.12935928629359286,7.730407523510972
2022-01-18,2022,January,Q1,Winter,Male,Regular,Asia,South Korea,Books & Media,Books,The Psychology of Money,10.44,8,0.4,50.11,46.04,4.07,8.12,74.88,Overnight,17,Cash on Delivery,Delivered,1,1,2022,6.26375,0.50875,1.4943125124725603,0.6692040598290598
2022-01-18,2022,January,Q1,Winter,Female,Premium,Middle East,UAE,Books & Media,Software,Adobe Creative Cloud,162.24,2,0.25,243.36,233.61,9.75,4.01,17.7,Standard,12,Cash on Delivery,Returned,1,1,2022,121.68,4.875,0.07273175542406311,13.749152542372883
2022-01-18,2022,January,Q1,Winter,Female,Regular,Middle East,UAE,Beauty & Health,Supplements,Whey Protein 2kg,21.53,1,0.05,20.45,13.02,7.43,36.33,7.51,Standard,12,Cash on Delivery,Returned,1,1,2022,20.45,7.43,0.3672371638141809,2.7230359520639147
2022-01-18,2022,January,Q1,Winter,Female,Regular,Asia,South Korea,Home & Kitchen,Appliances,Microwave Oven,256.25,2,0.1,461.25,247.97,213.28,46.24,46.29,Express,25,Google Pay,Delivered,1,1,2022,230.625,106.64,0.10035772357723577,9.964355152300714
2022-01-18,2022,January,Q1,Winter,Female,Regular,North America,Canada,Beauty & Health,Supplements,Omega-3 Fish Oil,65.27,4,0.3,182.76,195.04,-12.28,-6.72,21.62,Express,3,Google Pay,Cancelled,1,1,2022,45.69,-3.07,0.11829722039833662,8.45328399629972
2022-01-18,2022,January,Q1,Winter,Female,Premium,North America,Mexico,Books & Media,Software,Antivirus Pro,239.32,2,0.05,454.71,301.39,153.32,33.72,2.19,Economy,6,Bank Transfer,Returned,1,1,2022,227.355,76.66,0.0048162565151415185,207.63013698630135
2022-01-19,2022,January,Q1,Winter,Female,Regular,North America,Canada,Beauty & Health,Supplements,Omega-3 Fish Oil,30.58,2,0.0,61.16,44.96,16.2,26.49,42.67,Express,5,Bank Transfer,Delivered,1,1,2022,30.58,8.1,0.697678221059516,1.4333255214436371
2022-01-19,2022,January,Q1,Winter,Male,New,Middle East,Kuwait,Beauty & Health,Skincare,Retinol Night Cream,89.14,7,0.5,311.99,414.11,-102.12,-32.73,7.02,Standard,17,Cash on Delivery,Returned,1,1,2022,44.57,-14.588571428571429,0.022500721176960798,44.44301994301995
2022-01-19,2022,January,Q1,Winter,Female,Regular,Asia,Singapore,Beauty & Health,Skincare,Retinol Night Cream,41.53,1,0.05,39.45,21.43,18.02,45.68,16.53,Standard,20,Cash on Delivery,Delivered,1,1,2022,39.45,18.02,0.4190114068441065,2.386569872958258
2022-01-19,2022,January,Q1,Winter,Male,VIP,Europe,Italy,Beauty & Health,Supplements,Omega-3 Fish Oil,29.58,8,0.1,212.98,124.48,88.5,41.55,24.87,Express,11,Bank Transfer,Delivered,1,1,2022,26.6225,11.0625,0.11677152784298996,8.563731403297144
2022-01-19,2022,January,Q1,Winter,Male,Regular,Middle East,UAE,Home & Kitchen,Furniture,Bookshelf 5-Tier,536.05,1,0.25,402.04,397.94,4.1,1.02,69.55,Overnight,8,Bank Transfer,Delivered,1,1,2022,402.04,4.1,0.17299273704109042,5.7805895039539905
2022-01-20,2022,January,Q1,Winter,Female,VIP,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,79.41,3,0.25,178.67,115.18,63.49,35.53,2.97,Economy,3,Credit Card,Delivered,1,1,2022,59.556666666666665,21.163333333333334,0.01662282420104103,60.15824915824915
2022-01-20,2022,January,Q1,Winter,Female,VIP,Middle East,Saudi Arabia,Electronics,Tablets,Amazon Fire HD 10,817.75,5,0.0,4088.75,3058.77,1029.98,25.19,20.08,Express,16,Bank Transfer,Processing,1,1,2022,817.75,205.996,0.004911036380311831,203.6230079681275
2022-01-20,2022,January,Q1,Winter,Female,Premium,Middle East,Saudi Arabia,Clothing,Men's Wear,Hoodie Sweatshirt,56.18,2,0.1,101.12,78.53,22.59,22.34,34.6,Express,18,Cash on Delivery,Delivered,1,1,2022,50.56,11.295,0.34216772151898733,2.922543352601156
2022-01-20,2022,January,Q1,Winter,Male,Premium,North America,Mexico,Books & Media,Books,The Psychology of Money,34.89,3,0.0,104.67,65.48,39.19,37.44,8.93,Economy,3,Bank Transfer,Delivered,1,1,2022,34.89,13.063333333333333,0.08531575427534155,11.721164613661815
2022-01-20,2022,January,Q1,Winter,Female,New,Europe,Germany,Home & Kitchen,Furniture,TV Stand,385.23,3,0.0,1155.69,772.03,383.66,33.2,40.36,Express,10,Debit Card,Delivered,1,1,2022,385.23,127.88666666666667,0.03492285993648816,28.634539147670964
2022-01-21,2022,January,Q1,Winter,Female,Premium,Asia,Japan,Clothing,Women's Wear,Maxi Skirt,47.83,3,0.0,143.49,77.56,65.93,45.95,9.65,Economy,17,Apple Pay,Returned,1,1,2022,47.830000000000005,21.97666666666667,0.0672520733152136,14.869430051813472
2022-01-21,2022,January,Q1,Winter,Male,Regular,Middle East,Saudi Arabia,Home & Kitchen,Kitchen Tools,Cutting Board Set,33.77,1,0.25,25.33,24.21,1.12,4.42,51.44,Overnight,8,Bank Transfer,Delivered,1,1,2022,25.33,1.12,2.030793525463877,0.49241835147744945
2022-01-21,2022,January,Q1,Winter,Female,Regular,North America,Canada,Electronics,Smartphones,iPhone 14,547.88,5,0.0,2739.4,1234.24,1505.16,54.94,88.46,Overnight,9,PayPal,Delivered,1,1,2022,547.88,301.03200000000004,0.032291742717383366,30.967669002939186
2022-01-21,2022,January,Q1,Winter,Male,Regular,North America,Canada,Home & Kitchen,Appliances,Rice Cooker,297.7,3,0.0,893.1,502.56,390.54,43.73,9.09,Standard,4,Google Pay,Processing,1,1,2022,297.7,130.18,0.010178031575411488,98.25082508250826
2022-01-21,2022,January,Q1,Winter,Male,Regular,Asia,Singapore,Clothing,Men's Wear,Classic T-Shirt,105.85,3,0.4,190.53,173.56,16.97,8.91,2.81,Economy,24,Cash on Delivery,Returned,1,1,2022,63.51,5.656666666666666,0.014748333595759198,67.80427046263345
2022-01-21,2022,January,Q1,Winter,Male,Regular,North America,Mexico,Beauty & Health,Skincare,Retinol Night Cream,12.75,2,0.4,15.3,12.25,3.05,19.93,70.81,Overnight,5,Google Pay,Processing,1,1,2022,7.65,1.525,4.628104575163398,0.21607117638751588
2022-01-21,2022,January,Q1,Winter,Female,Premium,Europe,France,Home & Kitchen,Kitchen Tools,Knife Block Set,104.95,1,0.0,104.95,68.01,36.94,35.2,56.31,Overnight,12,Apple Pay,Delivered,1,1,2022,104.95,36.94,0.5365412101000476,1.8637897353933581
